DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm
1582,95000.0,3,13,830.0,5914.0,sqft,9,Common
1583,147500.0,4,22,947.0,8574.0,sqft,8,Gleaming
1584,208300.0,0,26,936.0,7862.0,sqft,5,Gleaming
1585,218836.0,4,21,1203.0,11058.0,sqft,6,Gleaming
1586,145000.0,2,22,1506.0,7136.0,sqft,6,Common
1587,83500.0,3,25,839.0,1974.0,sqft,5,Common
1588,213250.0,4,11,1292.0,10140.0,sqft,5,Gleaming
1589,170000.0,4,21,1073.0,11069.0,sqft,5,Gleaming
1590,149000.0,4,13,1039.0,10800.0,sqft,7,Common
1591,76500.0,3,13,1735.0,9045.0,sqft,3,Common
1592,163000.0,4,11,1027.0,9600.0,sqft,5,Common
1593,257500.0,4,5,1541.0,12891.0,sqft,5,Gleaming
1594,188500.0,4,5,860.0,16219.0,sqft,5,Gleaming
1596,143000.0,4,3,807.0,8510.0,sqft,7,Common
1597,137000.0,4,6,719.0,13526.0,sqft,6,Common
1598,222000.0,4,5,1719.0,13006.0,sqft,5,Common
1599,255000.0,4,26,1258.0,13501.0,sqft,5,Gleaming
1600,155500.0,4,13,1226.0,7200.0,sqft,8,Common
1601,128500.0,4,21,746.0,9920.0,sqft,6,Common
1603,235000.0,4,7,1349.0,11949.0,sqft,8,Gleaming
1604,145000.0,4,24,1323.0,10532.0,sqft,3,Common
1605,146000.0,4,1,1190.0,2308.0,sqft,5,Common
1606,113000.0,4,11,935.0,9000.0,sqft,5,Common
1607,110000.0,4,22,1056.0,9260.0,sqft,4,Common
1608,151000.0,0,26,923.0,3182.0,sqft,5,Gleaming
1609,318000.0,4,17,1303.0,12030.0,sqft,5,Enchanting
1610,208500.0,4,21,1315.0,8450.0,sqft,5,Gleaming
1611,119164.0,3,13,1273.0,7628.0,sqft,6,Common
1612,159000.0,4,2,1870.0,7700.0,sqft,2,Common
1613,238000.0,4,22,1321.0,7230.0,sqft,7,Common
1614,111000.0,4,16,729.0,10215.0,sqft,5,Common
1615,106250.0,4,13,995.0,10800.0,sqft,7,Common
1616,159900.0,4,11,1110.0,10400.0,sqft,5,Common
1617,110000.0,4,16,687.0,9450.0,sqft,5,Common
1618,144000.0,4,20,897.0,8731.0,sqft,5,Common
1619,269500.0,4,14,1513.0,12003.0,sqft,5,Gleaming
1620,294900.0,4,21,1223.0,11645.0,sqft,5,Gleaming
1621,172500.0,4,4,967.0,3922.0,sqft,5,Gleaming
1622,122000.0,3,13,1018.0,3068.0,sqft,8,Common
1623,110000.0,4,3,686.0,9477.0,sqft,5,Common
1624,175900.0,4,21,976.0,7242.0,sqft,5,Gleaming
1625,163500.0,4,3,923.0,8800.0,sqft,6,Common
1628,119000.0,4,3,759.0,13587.0,sqft,5,Common
1629,185000.0,4,5,1162.0,11207.0,sqft,5,Common
1631,169990.0,4,5,1012.0,10237.0,sqft,5,Gleaming
1632,115000.0,3,25,1003.0,2665.0,sqft,6,Common
1633,230000.0,3,8,996.0,8239.0,sqft,5,Gleaming
1635,164900.0,4,3,1048.0,14559.0,sqft,7,Gleaming
1636,143000.0,4,11,1021.0,9790.0,sqft,5,Common
1637,202000.0,4,5,1366.0,9783.0,sqft,5,Common
1638,213500.0,4,21,1382.0,9245.0,sqft,5,Gleaming
1639,147983.0,4,0,1713.0,7018.0,sqft,5,Common
1641,290000.0,4,7,1746.0,11764.0,sqft,7,Gleaming
1642,162500.0,4,11,832.0,8723.0,sqft,6,Common
1645,336820.0,4,26,1284.0,15218.0,sqft,5,Gleaming
1646,132000.0,4,3,713.0,13300.0,sqft,7,Common
1648,145000.0,4,0,1024.0,7175.0,sqft,5,Gleaming
1649,159000.0,4,3,1072.0,9500.0,sqft,5,Common
1650,175000.0,4,5,1056.0,11084.0,sqft,5,Gleaming
1652,195500.0,4,5,1226.0,10125.0,sqft,5,Gleaming
1653,223000.0,4,22,1418.0,16381.0,sqft,5,Gleaming
1654,124500.0,3,13,1507.0,7596.0,sqft,5,Common
1655,189500.0,4,5,1253.0,7984.0,sqft,5,Gleaming
1656,165500.0,4,2,853.0,9101.0,sqft,6,Common
1657,131000.0,4,2,693.0,8885.0,sqft,5,Common
1658,180000.0,4,11,1171.0,11361.0,sqft,5,Common
1659,152000.0,4,3,955.0,7903.0,sqft,5,Common
1660,250000.0,4,26,1520.0,9605.0,sqft,5,Gleaming
1662,179000.0,4,5,1384.0,8123.0,sqft,5,Common
1663,135000.0,3,20,979.0,6125.0,sqft,7,Common
1664,168675.0,4,21,1146.0,8333.0,sqft,5,Gleaming
1665,203000.0,4,0,1163.0,10141.0,sqft,5,Gleaming
1666,107900.0,3,13,693.0,6000.0,sqft,7,Common
1667,159500.0,4,3,918.0,8910.0,sqft,6,Common
1668,146000.0,0,26,1070.0,3180.0,sqft,5,Gleaming
1669,123000.0,4,3,1014.0,10634.0,sqft,6,Common
1671,152000.0,4,11,1246.0,10793.0,sqft,5,Common
1673,105000.0,4,6,670.0,17529.0,sqft,5,Common
1674,142000.0,4,3,913.0,12160.0,sqft,5,Common
1675,200100.0,4,22,1386.0,7588.0,sqft,6,Common
1676,174850.0,4,3,1323.0,9736.0,sqft,6,Common
1677,98600.0,4,3,949.0,8500.0,sqft,3,Common
1678,181000.0,4,21,1227.0,9316.0,sqft,5,Gleaming
1679,143000.0,3,21,652.0,4426.0,sqft,5,Gleaming
1681,68104.0,3,10,649.0,11067.0,sqft,4,Common
1682,62500.0,3,13,1636.0,3000.0,sqft,1,Common
1683,153500.0,4,22,943.0,13108.0,sqft,5,Common
1684,191000.0,4,4,1156.0,3182.0,sqft,5,Gleaming
1685,210000.0,4,11,1594.0,13175.0,sqft,6,Common
1686,213000.0,4,17,1044.0,6904.0,sqft,5,Gleaming
1687,122000.0,4,6,664.0,9079.0,sqft,5,Common
1688,253000.0,4,26,1516.0,9675.0,sqft,5,Gleaming
1690,146500.0,4,3,1264.0,9480.0,sqft,7,Common
1691,147500.0,4,16,966.0,9937.0,sqft,6,Gleaming
1693,132000.0,4,3,941.0,8064.0,sqft,8,Common
1694,112000.0,4,2,640.0,8780.0,sqft,5,Common
1697,136000.0,3,13,1943.0,8520.0,sqft,7,Common
1698,160000.0,4,19,1137.0,7000.0,sqft,8,Common
1699,200000.0,4,24,1298.0,12798.0,sqft,5,Common
1700,188500.0,4,5,1101.0,7795.0,sqft,5,Gleaming
1701,137000.0,4,20,1272.0,4960.0,sqft,7,Common
1702,155000.0,4,19,873.0,7200.0,sqft,9,Gleaming
1703,209500.0,4,20,1590.0,7793.0,sqft,7,Common
1704,159000.0,4,3,1333.0,9786.0,sqft,7,Common
1705,170000.0,4,2,1068.0,10010.0,sqft,5,Common
1706,245350.0,4,21,1303.0,10475.0,sqft,5,Gleaming
1708,170440.0,4,5,1119.0,10237.0,sqft,5,Gleaming
1709,150000.0,4,3,1221.0,7200.0,sqft,6,Common
1710,134500.0,4,6,725.0,8398.0,sqft,5,Common
1712,121600.0,4,20,946.0,4712.0,sqft,7,Common
1713,162500.0,3,12,916.0,3907.0,sqft,5,Gleaming
1714,97500.0,4,3,672.0,7200.0,sqft,4,Common
1715,154900.0,4,22,1033.0,7681.0,sqft,6,Common
1717,115000.0,3,12,793.0,1733.0,sqft,6,Common
1718,259500.0,4,22,1784.0,7259.0,sqft,8,Common
1719,201000.0,4,21,1147.0,11166.0,sqft,5,Gleaming
1720,141000.0,4,16,1717.0,9555.0,sqft,6,Common
1721,132000.0,4,3,747.0,8000.0,sqft,6,Common
1724,152000.0,0,26,950.0,2544.0,sqft,5,Gleaming
1725,177000.0,0,26,1209.0,2117.0,sqft,5,Gleaming
1726,235000.0,4,11,1740.0,16659.0,sqft,7,Common
1727,84900.0,4,16,715.0,11100.0,sqft,7,Common
1728,156500.0,4,6,1513.0,9662.0,sqft,4,Common
1729,216000.0,4,16,1019.0,17541.0,sqft,7,Common
1730,221000.0,4,7,1414.0,16770.0,sqft,5,Gleaming
1731,132000.0,4,6,813.0,7420.0,sqft,5,Common
1732,160000.0,4,5,913.0,9556.0,sqft,5,Common
1733,248500.0,4,17,1119.0,6472.0,sqft,5,Enchanting
1734,174500.0,4,22,1203.0,12000.0,sqft,7,Common
1735,151000.0,4,0,936.0,7175.0,sqft,5,Gleaming
1738,131900.0,4,2,612.0,7689.0,sqft,8,Common
1739,157000.0,3,20,1151.0,6000.0,sqft,7,Common
1740,264500.0,0,26,1412.0,8125.0,sqft,5,Gleaming
1741,137500.0,3,20,1163.0,6120.0,sqft,8,Common
1742,155000.0,0,26,1089.0,2572.0,sqft,5,Gleaming
1743,123000.0,4,6,701.0,7150.0,sqft,6,Common
1744,144500.0,4,16,1173.0,8562.0,sqft,6,Common
1745,183200.0,4,5,1160.0,7861.0,sqft,5,Gleaming
1746,137000.0,4,6,904.0,13770.0,sqft,6,Common
1747,215000.0,4,5,1453.0,8658.0,sqft,5,Common
1748,173000.0,4,24,993.0,2887.0,sqft,5,Common
1749,311500.0,4,22,1503.0,15660.0,sqft,9,Gleaming
1750,213000.0,4,21,1141.0,8400.0,sqft,5,Gleaming
1751,93000.0,4,16,864.0,8335.0,sqft,5,Common
1752,175900.0,4,4,1206.0,3635.0,sqft,5,Gleaming
1753,168000.0,4,5,1263.0,7655.0,sqft,5,Common
1754,64500.0,1,10,784.0,4761.0,sqft,3,Modest
1755,128000.0,4,6,756.0,9100.0,sqft,5,Common
1756,139500.0,4,21,786.0,14217.0,sqft,5,Common
1757,170000.0,4,6,1368.0,17920.0,sqft,4,Common
1758,266000.0,4,17,1295.0,8849.0,sqft,5,Enchanting
1759,140000.0,3,21,652.0,4435.0,sqft,5,Gleaming
1760,250000.0,4,17,1406.0,10732.0,sqft,5,Gleaming
1762,128500.0,3,20,1239.0,5830.0,sqft,6,Common
1763,109000.0,4,13,795.0,10134.0,sqft,6,Common
1764,200000.0,4,17,1080.0,3242.0,sqft,5,Gleaming
1766,137500.0,4,14,1033.0,14375.0,sqft,6,Common
1767,119500.0,3,6,1272.0,8927.0,sqft,6,Common
1768,335000.0,4,17,1679.0,11308.0,sqft,5,Enchanting
1769,129500.0,3,13,1583.0,9600.0,sqft,5,Common
1770,321000.0,4,7,1918.0,10236.0,sqft,5,Gleaming
1771,210000.0,4,22,1385.0,14210.0,sqft,7,Common
1772,197000.0,4,21,1468.0,8726.0,sqft,5,Gleaming
1773,240000.0,4,5,1284.0,14859.0,sqft,5,Gleaming
1774,139500.0,4,19,1145.0,9900.0,sqft,7,Common
1775,106900.0,3,20,992.0,5870.0,sqft,9,Common
1776,130500.0,4,2,627.0,6600.0,sqft,9,Gleaming
1777,149900.0,4,6,795.0,8014.0,sqft,5,Common
1778,177000.0,0,26,1163.0,2980.0,sqft,5,Gleaming
1779,80000.0,4,13,1353.0,10818.0,sqft,4,Common
1780,144152.0,0,26,923.0,3180.0,sqft,5,Gleaming
1782,119500.0,4,2,709.0,6951.0,sqft,5,Common
1783,140000.0,3,13,1315.0,10300.0,sqft,6,Common
1784,271000.0,4,7,1636.0,10944.0,sqft,5,Gleaming
1785,236000.0,4,0,1499.0,9938.0,sqft,5,Gleaming
1786,190000.0,4,3,1956.0,9671.0,sqft,5,Common
1787,145000.0,4,21,761.0,9245.0,sqft,5,Common
1788,222000.0,0,26,1136.0,4403.0,sqft,5,Enchanting
1789,155000.0,4,3,1414.0,7700.0,sqft,5,Common
1790,318000.0,4,15,1318.0,8147.0,sqft,5,Gleaming
1791,109500.0,3,13,719.0,4485.0,sqft,7,Common
1792,108000.0,4,16,866.0,8777.0,sqft,5,Common
1793,86900.0,4,13,516.0,5400.0,sqft,7,Gleaming
1794,156500.0,4,3,1059.0,8000.0,sqft,5,Common
1796,124000.0,4,3,716.0,8280.0,sqft,5,Common
1797,125500.0,3,18,1049.0,2160.0,sqft,6,Common
1798,111900.0,4,3,719.0,10295.0,sqft,6,Common
1799,285000.0,4,21,1283.0,11248.0,sqft,5,Gleaming
1800,120000.0,4,21,676.0,9675.0,sqft,6,Common
1802,315000.0,4,14,1413.0,14601.0,sqft,5,Enchanting
1803,198600.0,0,26,983.0,8640.0,sqft,5,Gleaming
1804,173733.0,0,26,941.0,3000.0,sqft,5,Gleaming
1806,212300.0,3,10,1501.0,9780.0,sqft,9,Common
1807,170000.0,0,26,1219.0,2645.0,sqft,5,Gleaming
1808,110000.0,3,13,987.0,3500.0,sqft,7,Common
1809,84000.0,4,16,649.0,11500.0,sqft,3,Common
1810,150000.0,4,14,1149.0,12890.0,sqft,5,Common
1811,306000.0,4,11,1799.0,14311.0,sqft,5,Gleaming
1812,149000.0,4,20,1101.0,6615.0,sqft,6,Common
1813,156000.0,4,3,789.0,7930.0,sqft,8,Common
1814,244000.0,4,3,1623.0,11160.0,sqft,5,Gleaming
1815,215000.0,4,22,1674.0,15600.0,sqft,6,Common
1818,284000.0,4,17,1573.0,10625.0,sqft,5,Gleaming
1819,113500.0,3,18,839.0,2205.0,sqft,6,Common
1820,165000.0,4,22,1155.0,10592.0,sqft,7,Common
1821,109008.0,4,3,697.0,8593.0,sqft,6,Common
1822,149900.0,4,21,757.0,8385.0,sqft,8,Gleaming
1823,173000.0,4,2,936.0,9947.0,sqft,5,Common
1824,122500.0,3,13,1761.0,11340.0,sqft,6,Common
1825,135000.0,3,10,1281.0,5160.0,sqft,6,Common
1826,136000.0,3,10,1181.0,10266.0,sqft,6,Common
1827,194500.0,4,21,947.0,7314.0,sqft,5,Gleaming
1828,197900.0,4,11,1488.0,12384.0,sqft,7,Common
1829,127500.0,3,13,1237.0,4347.0,sqft,8,Gleaming
1830,127000.0,4,3,851.0,8050.0,sqft,6,Common
1831,109000.0,4,3,813.0,7922.0,sqft,7,Common
1832,138000.0,4,22,1233.0,9650.0,sqft,3,Common
1833,284000.0,4,17,1253.0,10655.0,sqft,5,Gleaming
1834,181134.0,4,5,1030.0,8899.0,sqft,5,Gleaming
1835,130000.0,3,16,1314.0,2522.0,sqft,5,Gleaming
1837,225000.0,4,24,1759.0,15593.0,sqft,4,Gleaming
1838,127000.0,4,21,673.0,7480.0,sqft,6,Common
1839,250000.0,4,7,1690.0,14260.0,sqft,5,Gleaming
1841,177000.0,4,22,1292.0,15576.0,sqft,7,Common
1842,129000.0,4,6,701.0,7791.0,sqft,8,Gleaming
1843,123900.0,3,12,803.0,1782.0,sqft,6,Common
1844,172000.0,4,3,1269.0,10090.0,sqft,5,Common
1846,144750.0,4,3,1389.0,7570.0,sqft,5,Common
1847,128000.0,4,1,736.0,4928.0,sqft,5,Common
1848,105900.0,3,13,553.0,8520.0,sqft,8,Common
1849,186000.0,4,3,1009.0,11355.0,sqft,7,Common
1850,185900.0,4,5,1269.0,8390.0,sqft,5,Common
1851,200000.0,0,26,1303.0,8313.9883745338,sqft,5,Gleaming
1852,102000.0,4,19,1170.0,6000.0,sqft,5,Common
1853,127500.0,3,13,996.0,6000.0,sqft,6,Common
1854,132500.0,4,3,915.0,7728.0,sqft,6,Common
1855,270000.0,4,9,1149.0,9549.0,sqft,5,Gleaming
1857,248500.0,4,0,1331.0,9370.0,sqft,5,Gleaming
1858,89500.0,3,10,1081.0,7920.0,sqft,7,Common
1859,317500.0,4,17,1216.0,12704.0,sqft,5,Gleaming
1860,100000.0,4,19,1281.0,9839.0,sqft,2,Common
1861,163500.0,4,22,741.0,13360.0,sqft,7,Common
1862,96900.0,3,13,1058.0,7614.0,sqft,5,Common
1864,125000.0,4,13,829.0,10230.0,sqft,7,Common
1865,130000.0,2,19,1510.0,8525.0,sqft,6,Common
1866,316500.0,4,14,1262.0,14463.0,sqft,5,Enchanting
1867,125000.0,3,13,1132.0,9600.0,sqft,8,Common
1868,280000.0,4,7,1479.0,12011.0,sqft,5,Gleaming
1869,233500.0,4,24,1353.0,16698.0,sqft,5,Gleaming
1870,86000.0,4,13,531.0,5400.0,sqft,6,Common
1871,103000.0,4,3,941.0,10899.0,sqft,5,Common
1873,177900.0,4,5,1064.0,14137.0,sqft,5,Gleaming
1874,178000.0,4,5,1032.0,8174.0,sqft,5,Gleaming
1875,84500.0,3,25,484.0,1936.0,sqft,6,Common
1876,108959.0,4,6,967.0,12900.0,sqft,4,Common
1878,135000.0,4,16,945.0,17140.0,sqft,6,Common
1879,188000.0,4,22,1349.0,7810.0,sqft,6,Common
1880,135000.0,4,3,711.0,8125.0,sqft,7,Gleaming
1881,216837.0,4,21,1412.0,9100.0,sqft,5,Gleaming
1882,151400.0,3,25,1939.0,3963.9944571388,sqft,4,Common
1883,153900.0,3,13,1089.0,12665.0,sqft,8,Common
1884,149000.0,4,19,1161.0,4899.0,sqft,8,Common
1885,148000.0,4,3,831.0,12929.0,sqft,6,Common
1887,107500.0,3,13,1824.0,6600.0,sqft,4,Common
1888,130000.0,4,16,798.0,3869.0,sqft,6,Gleaming
1889,260000.0,4,7,1859.0,16059.0,sqft,5,Gleaming
1890,274900.0,4,17,1317.0,9591.0,sqft,5,Gleaming
1891,185000.0,4,5,1321.0,10141.0,sqft,5,Common
1892,86900.0,4,13,553.0,7008.0,sqft,8,Common
1894,112000.0,4,16,738.0,8926.0,sqft,3,Common
1895,127000.0,4,3,803.0,7936.0,sqft,6,Common
1897,248328.0,4,26,1299.0,9849.0,sqft,6,Gleaming
1898,156000.0,4,3,825.0,10289.0,sqft,7,Common
1899,200000.0,4,17,1001.0,3903.0,sqft,5,Gleaming
1900,310013.0,0,26,1446.0,12217.0,sqft,5,Gleaming
1901,175000.0,4,14,1086.0,11457.0,sqft,5,Common
1903,138000.0,4,21,761.0,8072.0,sqft,5,Common
1904,121000.0,3,12,945.0,1612.0,sqft,6,Common
1905,155000.0,4,3,867.0,8700.0,sqft,6,Common
1906,260000.0,4,7,1585.0,9085.0,sqft,5,Gleaming
1908,127500.0,4,16,753.0,9400.0,sqft,5,Common
1909,129900.0,4,3,627.0,7100.0,sqft,7,Common
1910,194000.0,4,21,953.0,8556.0,sqft,5,Gleaming
1911,116900.0,3,13,854.0,5700.0,sqft,7,Common
1912,110000.0,3,13,1063.0,11800.0,sqft,7,Common
1913,228000.0,4,14,1313.0,16669.0,sqft,6,Gleaming
1914,153000.0,4,0,856.0,12450.0,sqft,5,Common
1915,140000.0,4,22,1042.0,6221.0,sqft,5,Common
1916,162900.0,4,11,1279.0,10140.0,sqft,5,Common
1918,146800.0,4,2,816.0,11333.0,sqft,5,Common
1919,330000.0,3,8,1155.0,9763.0,sqft,5,Gleaming
1920,139000.0,4,6,839.0,11616.0,sqft,5,Common
1921,130000.0,3,13,1807.0,9600.0,sqft,5,Common
1922,144000.0,4,3,923.0,10400.0,sqft,5,Common
1923,176000.0,4,5,1119.0,8029.0,sqft,5,Common
1924,133000.0,4,6,799.0,7500.0,sqft,5,Common
1925,138000.0,4,3,1015.0,8064.0,sqft,6,Common
1926,105000.0,4,16,967.0,9060.0,sqft,5,Common
1927,200141.0,4,21,1012.0,11175.0,sqft,5,Gleaming
1929,148000.0,4,6,888.0,11782.0,sqft,7,Common
1930,80400.0,3,13,1418.0,4800.0,sqft,5,Common
1931,80000.0,4,6,773.0,9000.0,sqft,3,Common
1932,315500.0,4,14,1246.0,12898.0,sqft,5,Gleaming
1934,157500.0,4,3,1132.0,11650.0,sqft,5,Common
1935,200000.0,3,13,1601.0,11426.0,sqft,5,Common
1937,146000.0,4,2,839.0,9278.0,sqft,5,Common
1939,106500.0,4,3,678.0,8339.0,sqft,7,Common
1940,169000.0,4,6,1149.0,15410.0,sqft,6,Common
1941,195000.0,4,24,1263.0,11500.0,sqft,6,Common
1942,270000.0,4,14,1253.0,14536.0,sqft,5,Gleaming
1943,290000.0,4,26,1276.0,10182.0,sqft,5,Gleaming
1944,158000.0,4,6,891.0,11553.0,sqft,5,Common
1947,175000.0,4,11,866.0,15611.0,sqft,6,Common
1948,185500.0,4,21,1087.0,8773.0,sqft,5,Gleaming
1949,134800.0,4,3,692.0,7200.0,sqft,7,Common
1950,179900.0,4,21,949.0,11049.0,sqft,5,Gleaming
1951,185000.0,4,21,1028.0,8450.0,sqft,5,Gleaming
1952,167000.0,4,21,1181.0,9045.0,sqft,5,Gleaming
1953,161900.0,4,19,1476.0,7804.0,sqft,7,Common
1954,135000.0,4,2,906.0,11000.0,sqft,6,Common
1955,88000.0,3,25,839.0,2217.0,sqft,4,Common
1956,136500.0,4,3,807.0,10659.0,sqft,6,Common
1958,164500.0,4,6,1015.0,11777.0,sqft,6,Common
1959,73000.0,3,25,484.0,1470.0,sqft,6,Common
1960,148000.0,4,3,1053.0,10000.0,sqft,6,Common
1961,180000.0,4,0,998.0,11200.0,sqft,5,Gleaming
1962,170000.0,4,22,1292.0,17871.0,sqft,5,Common
1963,222000.0,4,21,1355.0,9930.0,sqft,5,Gleaming
1964,160500.0,4,6,799.0,7176.0,sqft,6,Common
1965,143000.0,4,3,933.0,10355.0,sqft,5,Common
1967,168500.0,4,11,1585.0,9600.0,sqft,5,Common
1968,230000.0,4,21,1380.0,9742.0,sqft,5,Gleaming
1969,110000.0,4,3,1366.0,11475.0,sqft,5,Common
1970,199000.0,4,26,1156.0,10936.0,sqft,5,Gleaming
1971,177000.0,4,5,1130.0,13869.0,sqft,6,Common
1972,280000.0,4,17,1412.0,11362.0,sqft,5,Gleaming
1973,147000.0,4,0,879.0,7500.0,sqft,5,Gleaming
1974,315750.0,4,7,1844.0,11787.0,sqft,5,Gleaming
1975,136000.0,4,6,1409.0,10773.0,sqft,3,Modest
1976,163500.0,4,3,1274.0,12155.0,sqft,3,Common
1977,135000.0,4,3,844.0,7390.0,sqft,7,Common
1980,142000.0,4,3,679.0,15428.0,sqft,6,Common
1981,93500.0,3,13,959.0,5976.0,sqft,7,Common
1983,324000.0,4,9,1322.0,10846.0,sqft,5,Gleaming
1984,196000.0,0,26,1069.0,4282.0,sqft,5,Gleaming
1985,117600.0,4,3,687.0,8680.0,sqft,7,Common
1987,148000.0,3,16,824.0,3675.0,sqft,5,Common
1989,124900.0,3,13,1437.0,8820.0,sqft,6,Common
1990,172500.0,4,3,1196.0,17360.0,sqft,6,Common
1991,164900.0,3,20,1286.0,6000.0,sqft,7,Common
1993,318750.0,4,9,1303.0,14694.0,sqft,9,Enchanting
1994,181900.0,4,3,1099.0,14585.0,sqft,6,Common
1995,149500.0,3,13,1509.0,8094.0,sqft,5,Common
1996,132000.0,4,6,718.0,10366.0,sqft,7,Common
1997,130000.0,4,3,1384.0,8513.0,sqft,5,Common
1998,122500.0,3,18,1049.0,1920.0,sqft,5,Common
1999,124500.0,4,2,627.0,8314.0,sqft,7,Common
2001,112000.0,4,13,1007.0,7000.0,sqft,6,Common
2002,129500.0,3,25,1134.0,2665.0,sqft,7,Common
2003,133000.0,4,21,590.0,8445.0,sqft,7,Common
2005,193800.0,0,26,1203.0,3784.0,sqft,5,Gleaming
2006,195000.0,4,4,1119.0,3940.0,sqft,5,Gleaming
2008,144000.0,2,0,1553.0,8400.0,sqft,5,Common
2010,130000.0,3,13,824.0,7200.0,sqft,8,Common
2012,132000.0,3,13,1101.0,9600.0,sqft,7,Common
2013,335000.0,4,17,1340.0,10367.0,sqft,5,Enchanting
2014,221500.0,4,26,1226.0,8987.0,sqft,5,Gleaming
2015,181900.0,4,11,969.0,10825.0,sqft,7,Gleaming
2016,126000.0,4,19,658.0,7890.0,sqft,6,Common
2019,213750.0,4,23,996.0,3840.0,sqft,6,Gleaming
2020,145250.0,4,3,1063.0,11600.0,sqft,5,Common
2021,89900.0,4,13,668.0,10122.0,sqft,6,Common
2022,156820.0,4,4,878.0,3010.0,sqft,5,Gleaming
2023,164000.0,4,22,1266.0,7128.0,sqft,5,Common
2024,155891.0,4,16,763.0,8842.0,sqft,6,Common
2025,128000.0,4,16,901.0,9525.0,sqft,7,Common
2026,124400.0,4,3,808.0,9759.0,sqft,5,Common
2027,136300.0,4,3,1365.0,10600.0,sqft,5,Common
2028,129900.0,4,3,923.0,9600.0,sqft,6,Common
2029,115000.0,4,3,664.0,10500.0,sqft,5,Common
2030,119200.0,4,3,832.0,11664.0,sqft,5,Common
2031,90000.0,4,6,996.0,10791.0,sqft,5,Common
2032,301000.0,0,26,1575.0,8010.0,sqft,5,Gleaming
2033,120000.0,4,1,643.0,2280.0,sqft,6,Common
2034,233170.0,4,17,1155.0,9541.0,sqft,5,Gleaming
2035,142500.0,4,1,811.0,2304.0,sqft,7,Common
2036,230000.0,4,22,1393.0,14115.0,sqft,7,Common
2037,119000.0,4,3,759.0,7200.0,sqft,7,Common
2038,151500.0,4,3,736.0,12772.0,sqft,8,Common
2039,169000.0,4,2,972.0,15300.0,sqft,5,Common
2040,164000.0,4,5,1347.0,12134.0,sqft,7,Gleaming
2042,79900.0,3,13,921.0,5586.0,sqft,7,Common
2043,255000.0,4,9,1816.0,12000.0,sqft,6,Gleaming
2045,149000.0,3,20,1212.0,6240.0,sqft,6,Common
2046,151500.0,4,11,905.0,11850.0,sqft,6,Common
2047,168000.0,4,5,1099.0,7848.0,sqft,6,Common
2048,213000.0,4,11,1246.0,9373.0,sqft,7,Common
2049,133500.0,4,3,773.0,11050.0,sqft,5,Common
2050,130500.0,4,16,923.0,11767.0,sqft,6,Common
2051,140000.0,3,13,1033.0,5700.0,sqft,6,Common
2052,139000.0,3,10,1259.0,9060.0,sqft,5,Common
2053,122000.0,3,13,1813.0,5250.0,sqft,5,Common
2054,294000.0,4,14,1182.0,11563.0,sqft,5,Gleaming
2055,156000.0,4,21,761.0,13568.0,sqft,5,Common
2056,144000.0,4,1,1119.0,2179.0,sqft,5,Common
2057,123900.0,3,20,799.0,6240.0,sqft,7,Common
2058,99500.0,3,13,609.0,8520.0,sqft,8,Gleaming
2059,263435.0,0,26,1488.0,8004.0,sqft,5,Gleaming
2061,143000.0,4,2,789.0,8410.0,sqft,6,Common
2062,107500.0,4,3,636.0,7200.0,sqft,7,Common
2064,245700.0,4,17,1241.0,9926.0,sqft,5,Gleaming
2065,107000.0,3,13,1021.0,9906.0,sqft,4,Common
2067,132500.0,3,20,985.0,6120.0,sqft,6,Common
2068,169900.0,4,2,795.0,12328.0,sqft,5,Common
2069,155000.0,4,23,606.0,4420.0,sqft,5,Gleaming
2070,204900.0,4,21,1152.0,8990.0,sqft,5,Gleaming
2071,217500.0,4,9,953.0,11064.0,sqft,5,Gleaming
2072,170000.0,4,23,943.0,3876.0,sqft,5,Gleaming
2073,197900.0,4,11,1326.0,17871.0,sqft,5,Common
2074,123000.0,4,16,839.0,9825.0,sqft,5,Common
2075,177500.0,4,5,1063.0,8923.0,sqft,5,Gleaming
2076,153000.0,4,3,1266.0,9532.0,sqft,6,Common
2077,128900.0,4,3,807.0,9600.0,sqft,6,Common
2078,204000.0,4,17,1001.0,3901.0,sqft,5,Gleaming
2079,233555.0,4,21,1419.0,13377.0,sqft,5,Gleaming
2080,89500.0,4,6,767.0,9000.0,sqft,7,Modest
2081,279500.0,4,21,1149.0,10652.0,sqft,5,Gleaming
2083,136000.0,4,3,1378.0,9000.0,sqft,5,Common
2084,272500.0,4,21,1413.0,11422.0,sqft,5,Gleaming
2085,163000.0,4,21,1198.0,14330.0,sqft,6,Common
2086,158000.0,4,6,2041.0,16779.0,sqft,4,Common
2088,124500.0,3,13,1044.0,3600.0,sqft,7,Common
2089,271000.0,4,2,1299.0,13265.0,sqft,5,Gleaming
2090,58500.0,4,16,664.0,8212.0,sqft,3,Common
2091,300000.0,0,26,1259.0,4765.0,sqft,5,Gleaming
2092,200000.0,4,21,1329.0,8158.0,sqft,5,Gleaming
2093,158000.0,4,22,1171.0,15600.0,sqft,7,Common
2094,268000.0,4,3,1705.0,15865.0,sqft,6,Gleaming
2095,201000.0,4,2,1199.0,9196.0,sqft,5,Gleaming
2097,110000.0,3,20,1018.0,6120.0,sqft,7,Common
